com_01,com_02,com_03,com_04,com_05,com_06,com_07,com_08,com_09,y_apoya_aumento,Fexp,P41,P42,p43_grupo,mod0_5,mod0_1_dep
-0.4646991838492737,-0.17763052346188604,-0.5935867961120843,-0.8927478089615153,-0.21567277221593753,-0.44086971324376245,-0.4460696516602041,0.5468655979816799,-0.8546376264092306,0.0,4915.202479,Mujer,64,educación media,C,Piura
-0.22041494104919,0.7660593980519804,0.9900147308438856,0.21018543079286914,0.23907621931735246,-0.44086971324376245,1.116918388289223,0.5468655979816799,-0.4504821716551626,0.0,3267.345679,Varón,53,educación media,C,Áncash
0.09045807267170643,0.23411245079295784,-0.14274133042210493,0.21887090189487485,-0.28580549240516595,-0.06426626561288752,0.5172337674772525,0.15938306970862415,-0.04632671690109458,1.0,1597.938389,Varón,40,educación media,B,Cajamarca
-0.600420309443107,-1.2855900986119317,-0.3227227601830589,-0.11171615192933773,0.19075942542532975,-0.44086971324376245,-0.16466724912637792,-0.6089584701737597,1.22303388169905,0.0,3287.348485,Varón,84,educación básica,B,Arequipa
-0.39908460207600993,-0.027804233899848936,-0.09315067930631944,0.410327949845667,-0.301052057036773,-0.44086971324376245,-0.9544216729314495,-0.9800569656280071,0.837153574432902,0.0,1597.938389,Mujer,51,educación básica,D,Cajamarca
-1.2214446452556145,-0.4304037672889825,-0.7519354960435838,0.11361391558546925,0.13395788567973976,-0.08991566338507906,-0.4446871977734557,-0.9800569656280071,1.8759893284870424,0.0,1597.938389,Mujer,67,educación media,C,Cajamarca
0.10786428452741241,-0.5960284148944002,-0.219175697128966,-0.4431295402962489,1.0541524742772101,-0.44086971324376245,-0.4460696516602041,0.1757671025274325,-0.4504821716551626,1.0,4915.202479,Mujer,27,educación media,D,Piura
-0.3586708289821144,-0.8651711678273479,-0.36536428822090805,-0.41683565850191645,0.02633621305677201,-0.44086971324376245,-0.007212292944342928,-0.9800569656280071,0.29591780444661037,,10505.39933,Mujer,33,educación media,D,Lima
-1.0452686424964457,-0.5911309449725898,-0.9563366335945535,-0.43283242868595384,-0.5009535744350891,-0.44086971324376245,-0.1140237213077025,0.5468655979816799,-1.2405179336753784,1.0,3267.345679,Mujer,28,educación media,A,Áncash
-0.20420042484035938,-1.0779959998158108,-0.2708359359576046,0.1636735263507512,0.5012672255814732,1.3471726013678065,-0.44868020377163587,0.5468655979816799,-0.4504821716551626,1.0,6111.673575,Varón,42,educación media,B,La Libertad
-0.18473439671680555,-0.7101001848936229,-0.24201979334305815,0.29471646862526824,-0.44628233585739785,-0.08991566338507906,0.03580710585369968,0.5468655979816799,0.6817981117127584,1.0,2388.384058,Varón,38,educación superior,C,Junín
-0.21627780334340327,-0.5556523845415403,-0.4485228265149594,-0.4093911480594391,-0.36597002669660095,-0.44086971324376245,-0.20444004595987805,0.5468655979816799,-0.6810070162011668,1.0,2388.384058,Varón,80,educación media,C,Junín
1.2072091590483875,-0.2709283395233414,0.49585039874231274,0.4694442759486067,0.6651449305126532,0.35086521071735505,-0.1140237213077025,0.9291201897663982,1.1295893523852694,1.0,3507.554974,Mujer,69,educación media,A,Ica
0.17017029021735997,0.04171926972146799,-0.33228790724828144,-0.17294789125765614,0.7596271600988432,1.4254846501752756,-0.4460696516602041,-0.2117154257456233,-1.4893179257093028,0.0,10505.39933,Varón,25,educación superior,C,Lima
2.3128148937499975,-1.2040163995555186,2.434998235409161,1.33199903503499,-1.2056370339100866,2.6895627643599096,2.67990642823865,3.600710725201054,1.8759893284870424,1.0,10505.39933,Mujer,36,educación básica,D,Lima
1.6296806116127283,-0.41387707178543354,1.8054563371225874,1.3228443004607078,-0.6337303825497822,1.6290779472378996,2.1778358007642002,3.600710725201054,1.8759893284870424,0.0,10505.39933,Mujer,42,educación básica,C,Lima
-0.9069475833770518,-0.7099053853532049,-0.16481190072710164,-0.725132630220814,-0.629067248340478,0.2866877842457959,1.116918388289223,0.9068079971054565,-0.4504821716551626,0.0,2388.384058,Varón,28,educación media,C,Junín
0.8112997601196862,0.8137348243985135,-0.06262223961805387,0.4611073855993739,1.2740634727399351,0.5288091100077876,-0.686316803473782,-0.22670387838904146,-0.8546376264092306,1.0,2388.384058,Mujer,28,educación media,B,Junín
0.1773252814780598,0.5326308918758603,-1.017810523383179,-0.13287475599809964,-0.32641739951300486,1.6932553737094587,0.2774367115540258,-0.9800569656280071,-0.8363624789213104,1.0,10505.39933,Varón,30,educación superior,E,Lima
-0.15956288879015543,-0.4869377926033548,-0.4723801115241556,0.010487256246950072,0.288326027858731,1.0103531738450329,-0.17889925464766768,-0.9800569656280071,-0.06460186438901454,1.0,1597.938389,Mujer,52,educación media,C,Cajamarca
-0.05900301208831319,0.22916315745188928,-0.6903836246996006,0.37602665616635506,0.8922438801088683,-0.44086971324376245,-0.44629962902099796,-0.6089584701737597,0.6817981117127584,1.0,4789.580247,Varón,35,educación media,C,Lambayeque
-0.009215882792050814,-0.22676731176531367,-0.009272870949579893,-0.05758187063289673,-0.33663706051515574,-0.06426626561288752,1.116918388289223,0.16461100619696165,0.04711781241268607,0.0,10505.39933,Varón,23,educación media,C,Lima
-0.24321882991119778,-0.783622459242644,0.45158479657941575,0.6084218071563456,1.0016332633430443,-0.44086971324376245,0.5203551632205942,0.5468655979816799,1.8759893284870424,1.0,1597.938389,Mujer,63,educación básica,C,Cajamarca
-0.33204504621868397,1.0441264978444744,-0.06661250647778141,0.6255595224261028,0.7931321431345174,-0.44086971324376245,-0.5814226948398132,0.5468655979816799,0.04711781241268607,1.0,6111.673575,Mujer,31,educación media,C,La Libertad
-0.7902382023429514,-0.16623756377023302,-0.4205792595985843,-1.4768462698676406,0.8671563464299682,-0.44086971324376245,-0.5814226948398132,0.16461100619696165,-1.4893179257093028,1.0,6111.673575,Mujer,39,educación media,C,La Libertad
-0.879164515833326,-0.22373939792408218,-0.8090467985236466,-0.9857620789699447,-0.7329641023454526,-0.44086971324376245,-0.5814226948398132,-0.9800569656280071,-1.1034376184431547,,6111.673575,Mujer,48,educación básica,D,La Libertad
-0.7090727673892677,0.027422680844027002,-0.39020516752198087,-0.7952977307764586,0.05855516960076362,-0.44086971324376245,-0.48664160985819216,-0.9800569656280071,-0.4504821716551626,1.0,6111.673575,Mujer,51,educación superior,C,La Libertad
-0.19576202543171603,0.42058091588715457,-0.14751325366760626,0.3390001834493783,0.581415160486091,-0.44086971324376245,0.21779223168400552,-0.5074419008591496,1.8759893284870424,1.0,6111.673575,Mujer,59,educación básica,C,La Libertad
