,P1_1,P1_2,P1_3,P1_4,P2,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P3_8,P3_9,P3_10,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P4_11,P4_12,P4_13,P4_14,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P7_7,P7_8,P7_9,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P9_7,P11,P12,P13,P14,P15,P18,P19,P22,P24_1,P24_2,P24_3,P24_4,P24_5,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P26_9,P30_1,P30_2,P30_3,P30_4,P30_5,P30_6,P30_7,P30_8,P30_9,P31,P35,P36,P37_1,P37_2,P37_3,P37_4,P37_5,P37_6,P37_7,P37_8,P37_9,P37_10,P37_11,P37_12,P37_13,P37_14,P37_15,P37_16
P4_14,0.23282145394934264,0.21056781378635822,0.20958524567278905,0.17928561217564104,0.1604810227661785,0.20450658628714183,0.18621274372068258,0.14032097915056616,0.11551725287535104,0.22200273690635053,0.13126682125801345,0.14005804273527667,0.19767650067220044,0.12036029434390062,0.21685604441964385,0.3585366963622534,0.4177298651388508,0.34456062355244294,0.3212666235034495,0.4276433768393572,0.415781864681882,0.33455894200706937,0.38596892268178434,0.4213798697218997,0.274739178520026,0.4113548001659181,0.4493540621785817,0.45640750267820607,1.0,-0.006285135959213967,0.09316250359728877,0.03384152637933038,0.08705320037797215,0.10346173102348721,0.08890838918310802,0.136760669104244,0.11071864896371951,0.1273883509069467,0.19893608054316733,0.1365329423563053,0.12044074349182848,0.12683593843699464,0.20255898670025876,0.16640062105680892,0.13509113483197144,0.09787756564120306,0.15150178582553583,0.21413907384450545,0.16866804532381377,0.19542956841663897,0.18509262565851642,0.22664567159248464,0.17944955963856302,0.07559363303736459,0.08134542948055914,0.09949909769892928,0.0838799088325877,0.09412162111822958,0.04744010718969501,0.03442334763774442,0.03860869981112054,0.037302786973639014,0.09951464100216732,0.06113349360552056,-0.026013820877072217,0.12891769725003033,0.04629932438531392,0.22060323752408986,0.22166276056942796,0.2503736921242518,0.15106784740093948,0.1346498369368357,0.12060702397105927,0.15973865698563128,0.09670887685123904,0.10097835782311776,0.06343918555399623,0.05099110349322445,0.09628568883653862,0.07414361798373277,0.11712155696249545,-0.01861638063027529,0.06642996380284304,0.07477407624361111,0.046110105204358515,0.08250599309225476,-0.020700025650705497,0.016544196543995627,0.07575632790741157,0.06486581810216394,0.048397506769961664,-0.024838703776891333,0.028030777849375237,0.10563638953416121,0.03853869542727033,0.07769683466170127,0.026151891953995813,0.0366749273863467,0.06397629707925608,0.05785418759224237,0.042984601724183995,0.07223393937025605,0.04888175408531531,0.02523145010571427,0.038420622156452214,-0.025583251799403395,0.016639477687457226,0.06901006993088438,-0.0017985617084661145,0.011111505386055258,-0.0005272671883198232
P5_1,0.006859915246176915,0.07242152378689763,-0.019614954091187485,0.01863031803281705,0.05685478241734706,0.13670550800664003,0.10657458707923272,0.1160845686574612,0.17270714136529458,0.0027693969072435437,0.15595222462333946,0.13435495602517322,0.0713699442396928,0.11516935638930428,0.0534354817421858,-0.01236729224373159,0.01129429128985771,0.04594979277030914,0.04675286541271423,-0.08678477869590648,0.0064145004540906245,0.07762623250015889,0.024701454394907566,-0.10662406823402695,0.10028105406657407,-0.03449661831485015,0.004429502227866063,-0.027648799731783757,-0.006285135959213967,1.0,0.3470372143602179,0.3723391495195729,0.343898197579504,0.25600752818940953,0.21593803291792882,0.14593947698062051,0.18822049837243443,0.17630338367134848,-0.01328483665111391,0.21816695832005326,0.1422672942508128,0.2752715935102648,0.10600270781677801,0.2149053487757717,0.12251271953507414,0.20606561210951485,0.2231605488505706,0.00624498820328269,0.22431757590150586,0.15349119465694638,0.2784753373139279,0.07445039331006359,0.21417081116161993,0.24052007181993942,0.22874143535550776,0.19129459869870868,0.23864238191407824,0.21492509491223877,0.2752876702956904,0.23366365672510905,0.11575470908448826,0.11716341530576592,0.013460403809728377,0.06153279173964234,0.1677484696049795,-0.006607791485907975,0.1419648781102438,-0.014614220132899362,0.013805926786463888,0.0005666419274779566,0.021652462267354042,-0.006564165589621136,0.03773482445663046,0.05604885700856325,0.11877153829231778,-0.049547565248425116,0.05634252244435508,-0.0012448550084557444,0.03476408973291751,-0.06554710015514083,-0.013452742536072532,-0.034295314180253327,0.08948647600383686,0.07147600857578483,0.06874840085068536,0.03946321683342027,0.1038719191395935,0.011719122332204767,0.01931802997191099,0.07326695798626069,0.057287479004767626,0.01218684623293339,0.18147374101191666,0.22711549332672024,0.12101011311065378,0.04359313713291549,-0.07147556082359226,0.05988804314492333,0.07013052335579113,-0.05738273842856141,0.08599222460901057,0.04108284933669937,-0.07341057505395246,-0.04542281270566462,0.07568042228148517,-0.012368619202599115,-0.07266510067964058,0.09049628878936147,-0.03544698337858223,0.08050504305572191,-0.011944025624643332
P5_2,0.0658345101497916,0.07481811987564484,0.05827832387171505,0.09688630913799356,0.08189833796729493,0.08513165154957203,0.08243098116814324,0.09265699956430533,0.07012584951178961,0.058195092247351476,0.12849665139498673,0.08364859639283935,0.09815664104145744,0.1070403052874121,0.05748578045234236,0.0730251027633518,0.08027997850113265,0.07985408762269319,0.09442179287541198,0.07429342798812195,0.09115489581930741,0.11144397241507732,0.10290738289827878,0.05591397037491078,0.08005253013424034,0.09595149874457654,0.08903980111533442,0.09662228027922141,0.09316250359728877,0.3470372143602179,1.0,0.20725293229430042,0.24252855263324005,0.3500290556504305,0.2881722128717536,0.13330634750287376,0.13629672622935243,0.13718960540366806,0.07043010418689531,0.21950833558554575,0.13227232517307844,0.15465481968230424,0.14933832512268072,0.18039715639782739,0.12421513496495969,0.19177572435234871,0.18014544631096877,0.08032470690058395,0.24472612425618176,0.1680536480079038,0.19002748253940582,0.15325536794183278,0.20020325591517704,0.1958961628359699,0.23282374658231453,0.19447374999879366,0.26043614009871907,0.2837934200347404,0.1873477301153012,0.17019904050129703,0.051500497831745026,0.057128697309462705,-0.010900126394938798,0.044071744110676984,0.08443407696848015,0.09530510045793122,0.08960989904724198,0.07229037843124239,0.08499587179519458,0.10944766420866955,0.03810224210405195,0.011208625816773836,0.06090703360126912,0.10767481019726188,0.06014363958757041,-0.029563061223780114,0.07000043864488323,-0.02738095107602544,0.05990707975768712,-0.03639787788925843,0.06858345932665917,-0.04052734972431967,0.051972187099926716,0.04121983433720434,0.02122732203795018,0.08323689054189827,0.048483971263049055,-0.015011423909010434,0.06168390837924851,0.06951511471576727,0.06919980975243084,0.006348286906634943,0.17473548997169552,0.15749436225061147,0.09780157933748648,0.04879656976715474,-0.02711188950720751,0.05260170237249413,0.01631851013230441,-0.018689450816181324,0.039502557256067744,0.04083343037716115,-0.037951673693106966,-0.019632574271692075,0.06408370671796525,-0.04520744395679647,-0.0346679157944255,0.025589077704364593,-0.029355660380782463,0.04995152848084263,-0.006250767244912808
P5_3,0.03703355314742672,0.04791851842239012,0.04093357514908606,0.05682774000202911,0.0913439183522516,0.12988631195448203,0.0981626033360146,0.14034322666652554,0.16659418405050283,-0.0016913975121261552,0.14711140127735428,0.13212166276957935,0.07899892366143756,0.14244825554522406,0.06358495651699085,0.05157817064742351,0.0990154404473645,0.10677581559847989,0.12316089395652718,0.023363966912566005,0.019235919245450206,0.13013133882184752,0.02323300974639354,-0.0015510018326524802,0.15039674394145938,0.004168829003513672,0.07186483376586544,0.038745708800084246,0.03384152637933038,0.3723391495195729,0.20725293229430042,1.0,0.4123339030200605,0.17692861148546188,0.18270260472656302,0.16258205227936087,0.15906999159819202,0.18139318011439332,-0.002128792974034006,0.16366287294160378,0.13632261495842674,0.1801768708932605,0.11751570701267579,0.1736769378640131,0.1276639746374095,0.19069748957845564,0.21811116164746508,-0.001432177554610224,0.17434619995490155,0.152620976204038,0.17735641469010557,0.06658227744248423,0.16420342167190813,0.16511340510140912,0.15355906967664382,0.12117691274183855,0.1631156912330006,0.17938665025516398,0.21589289437717094,0.18180009112512102,0.09542309983918121,0.07901482327150851,0.04602447319977647,0.05032871189286653,0.10091317215633365,0.034725272449695324,0.09510448585876673,0.0520422711193639,0.05516525457312471,0.037295118311474355,0.042307443193789575,0.023253262771608326,0.08701841855143326,0.053021742025042846,0.0841245544965742,-0.016806975577493243,0.0489779506929358,0.005286816444938222,0.03289569242646909,-0.03225839688484673,-0.04204263539317577,-0.005394969381030914,0.06421541257092618,0.04816789818718174,0.05284575522190437,0.015641884007054137,0.06236720948890047,0.006811417290932055,0.01313352655948094,0.06984543918240668,0.07251164720804865,-0.014351728139827692,0.15070324779108482,0.19257517943984873,0.09879285148523331,0.04287659901107221,-0.035523596114264394,0.03880378055066841,0.01156675935343414,-0.05855655961663163,0.058123806664469854,-0.00653272374112508,-0.046693945238376874,-0.031728401495933464,0.04176338363662095,-0.027465339858391922,-0.05673528194412363,0.048486662094237,0.007784215593409011,0.04583921373483609,-0.024081169524764398
P5_4,0.07561092948926959,0.09846955177252123,0.03813439567427358,0.058882763877992426,0.06054256408169016,0.12745370257376698,0.0858226587884608,0.14232011385543,0.1623520850373973,0.06384953680380373,0.14861892602948149,0.1347575218547777,0.1061478743171102,0.12676070274996798,0.06867685464014012,0.06773045644490419,0.1159277895404695,0.12904823647813218,0.1276448639345797,0.030470464645007127,0.09347429452415917,0.15584050229614577,0.08656877011972858,0.011110352889976995,0.14892912520686516,0.08361025688931394,0.13995970582445144,0.07580747902722497,0.08705320037797215,0.343898197579504,0.24252855263324005,0.4123339030200605,1.0,0.23965501395351782,0.18663178083805992,0.17533874819015124,0.15848061371030514,0.2059483223787276,0.05671040335403729,0.19185704591129496,0.17130485281752098,0.21974383064048844,0.1538578663553476,0.22029412125124972,0.14098885160593394,0.2374046049419278,0.2125458970081426,0.09457933440461892,0.22253784253215905,0.1831621971571815,0.21413140023158012,0.11453465875514797,0.23586856409112583,0.20893691778760168,0.21156215421662788,0.19482073762565355,0.22173300189491021,0.22242843702623,0.2287665935249483,0.16175125694401676,0.08718627858315493,0.09889651163951686,0.04107532464113141,0.07360234623710635,0.11342273134496982,0.009333065381383752,0.1430174361486986,0.09184730372958512,0.12463092493210084,0.11948742900714633,0.10669584524486717,0.06537438683388773,0.1157143325066738,0.10266327841263946,0.09154322685114152,0.009753380279868525,0.08991839285310962,0.011606855050484758,0.03959498177564771,-0.0050601548422979144,-0.02195252534297545,-0.05368136276729831,0.09012487810737775,0.09337936010821536,0.0834552510661901,0.03604773013680889,0.04226077684453239,0.010674721348555492,0.04553009871680123,0.09867617334181233,0.061840349308167814,0.0010228328732446675,0.1766074659570248,0.1862298520155817,0.07902693462593977,0.0497100812831174,-0.028223372805543465,0.07417697714371897,0.06324091897695426,-0.012731986164046463,0.051543108126064774,0.034154477550210824,-0.022385994783362968,0.0032722319142572034,0.04636721926159277,-0.019775511287728597,-0.040653973343810046,0.04837391891116175,-0.007877785874901684,0.0632265541441972,0.005717945292824092
P5_5,0.10733938382677004,0.08650496259763323,0.051611457121611005,0.11848983064253439,0.10442419979190777,0.14041525356114312,0.14651696475080236,0.13070504180704723,0.11758599592628162,0.09480512752051404,0.15724229704697076,0.11027428995882262,0.11921172974565036,0.1567127298985916,0.09681691083790506,0.08175901290939579,0.09254775283531376,0.1343981859981749,0.15645338412262783,0.062195223634109086,0.10822829110014574,0.1451740403004081,0.11100956678714795,0.055428042917173494,0.10295155132547348,0.09612794061956667,0.09237741162025218,0.11424190577540554,0.10346173102348721,0.25600752818940953,0.3500290556504305,0.17692861148546188,0.23965501395351782,1.0,0.30209085898709764,0.13425675644452326,0.13449343724314783,0.16823595201747418,0.05127335335787899,0.2215445135705956,0.08784612453602578,0.13661008113282877,0.15488796970396806,0.20853322951183997,0.15497852784826865,0.18084466331943555,0.1856623505972644,0.08629739698174542,0.2720670472977573,0.16001811891387083,0.17476553702446138,0.13965403182047084,0.2140588704030298,0.206553726783549,0.19985111162580319,0.21577551018521154,0.24155848408005445,0.2462576320187774,0.22433084579036125,0.19005846528596163,0.13596032839211644,0.11692431101552288,0.035687312506165955,0.07724932423520137,0.15491229220383382,0.08462696291549815,0.061627295546106645,0.10524780917227433,0.10014916320180407,0.10884858365510375,0.0902246950269244,0.07762821473602964,0.07733611068190421,0.1358213723942379,0.07302358290861395,0.015524678625562425,0.07475330340741483,-0.003253656404773643,0.034475348615583046,-0.016294816842896888,0.029706354567338857,-0.006267736347997537,0.05997159360043846,0.07401688528077437,0.037997117485629735,0.05215397678025061,0.02885478257800427,-0.013278398344622019,0.02449948436012055,0.04145327388167536,0.04949985597477355,0.0005950977766164636,0.1939707281201284,0.21778496673042103,0.10694141111513954,0.06469354176188169,-0.06422195464331283,0.02979606971604497,0.025428485501367226,-0.01329102585259806,0.024776314470712255,0.03861948786759659,-0.04377667873488685,-0.02938363459154723,0.0632335230675135,-0.02747760867708734,-0.03745428617779399,0.043349900500173275,0.0025309894305734454,0.055378794486747866,-0.026190694214860637
P5_6,0.06896555990665995,0.08159614379095008,0.06269660702127106,0.07507203654580386,0.08792710629109,0.09635571993859106,0.07049828585888045,0.08556921841026892,0.07160066230158099,0.09989373486810867,0.10670740807967119,0.09703889656795467,0.08417805254212175,0.07524013531850927,0.08069347521650215,0.11297960059635291,0.1061636079070289,0.12271048133791004,0.09417492180071309,0.08712798064540567,0.09886869616603931,0.12210550550561852,0.12657989975201198,0.10219081829365748,0.10985618342218145,0.05803398784768862,0.10247454794773413,0.10064651131910077,0.08890838918310802,0.21593803291792882,0.2881722128717536,0.18270260472656302,0.18663178083805992,0.30209085898709764,1.0,0.13625165735134226,0.10925290862099529,0.10968629242538194,0.07446284601799504,0.1585232219870606,0.10036026593637949,0.14236456764463898,0.11910498942631223,0.14338118969962302,0.12659125773110208,0.13571964932772423,0.1552696388245568,0.07660700042889224,0.22910130511502483,0.14896393120633533,0.14843900642256386,0.11875066263279338,0.16438591937681488,0.1536192286070528,0.1608498690798632,0.1656937386257226,0.2392698502133149,0.22604906190857624,0.15096692455988714,0.1718328935154774,0.07496657971124401,0.07324249308804799,0.04698559265564747,0.025505264429472558,0.12352063851835154,0.07157911681410788,0.06752294514417133,0.11971254811838032,0.10467910907361509,0.12332607784386823,0.08796660968514208,0.040097165682463444,0.08461556819282483,0.09139566766069325,0.039388202469572836,0.04396297842633722,0.040692750703249604,0.03369772590059046,0.05982992789118071,0.009016812261131987,0.037861694190053495,-0.005610864058298677,0.043367787140595034,0.05822608624110899,0.02417447648818904,0.026644936685659464,0.03733422696038279,0.035370198552523824,0.04898085340094999,0.035577461095562195,0.03241258225140836,0.021827467685736655,0.1744772987810658,0.14011044421012317,0.11580893568324621,0.03726027138596455,0.011524146914615774,0.03395037954592751,0.02969867256966361,0.0329288827534659,0.06276490173509883,0.02466428686292679,0.016043873378018412,0.03857368170003427,0.0409868731074321,-0.002862844370522944,-0.017215062540228487,0.035869669840708135,0.0017879886514736271,0.028335073114112715,0.010124194618328343
P6_1,0.09996990828270143,0.10459335620557605,0.09266565747542589,0.06440128430797061,0.12412758039711903,0.26228420462720287,0.11761454997955503,0.19879233219663403,0.2162161436144285,0.11957166750516497,0.18434530364895405,0.41467220838257285,0.18607460837290185,0.20098372427578534,0.15293807917934318,0.24359660612121603,0.16357256693483968,0.18082658176604774,0.1926674132383245,0.07920325439128663,0.13445158714751537,0.2200537887154748,0.15366347911115943,0.07728959427667853,0.1781778640053092,0.14125006925810776,0.1743154470472549,0.12999968737729775,0.136760669104244,0.14593947698062051,0.13330634750287376,0.16258205227936087,0.17533874819015124,0.13425675644452326,0.13625165735134226,1.0,0.2259963371893489,0.34634649313037,0.17754156378123673,0.3288567488146543,0.27914047881802223,0.37801151451003434,0.21264336124157424,0.3141408427174593,0.5907418681163893,0.20898650207143127,0.2540113471998154,0.12588036942864914,0.2504959367700338,0.19787879224259355,0.28525883023684134,0.13604707526114979,0.2615341408031806,0.17990161728575468,0.17611609981432502,0.16259162317833967,0.19148612218282662,0.16845247354365966,0.19853276986976412,0.18331221079145796,0.14502349144866256,0.13137221448937283,0.07221801028778897,0.09214407651927783,0.06523666118517256,0.08021771181906172,0.10784571221709043,0.07678560065780443,0.09903531608173034,0.09964831723603834,0.09534801489234536,0.0726951507080057,0.1257117551265658,0.14232023928627793,0.09035036638669294,0.021408452499848626,0.056447950986052535,0.02339223188724879,0.07425996651856089,0.0022713836911127925,0.029910192540052883,0.029038591400228738,0.049065831813921545,0.0699403685627622,0.0688535001828012,0.041605403521022585,0.049938324559631424,0.027271032802109726,0.030220714970490926,0.09962756395678087,0.06969858123844641,-0.015197114551389524,0.12199736093300907,0.1733647193078313,0.10363049852406146,0.047268789466561774,0.024578281529209718,0.05241421691231254,0.03118910749286424,-0.00407821660153428,0.042316466554000745,0.052111365894913705,-0.019437357069468787,0.041873128285666715,0.061546973408526134,0.00999185949167981,-0.0027369363884295456,0.038862361876401644,0.001130267660233497,0.07289671263114415,-0.015218053385442023
P6_2,0.14084880987968584,0.16789232431405757,0.11990311655675054,0.17945969336251288,0.12942195706257434,0.22254957199713632,0.2957198510294997,0.1977522924812927,0.27778844256226637,0.10942770525804726,0.2647310805843764,0.15684889558054416,0.15564660330222546,0.2176070292625363,0.21369064129896953,0.1595450130714947,0.2246113656786104,0.16743731565579414,0.2164345933649725,0.07698043645426647,0.1422551390113747,0.1806540517902302,0.19209109176744416,0.02985926811642972,0.18384035392488618,0.15715817699586704,0.20798146575673238,0.17313519592320567,0.11071864896371951,0.18822049837243443,0.13629672622935243,0.15906999159819202,0.15848061371030514,0.13449343724314783,0.10925290862099529,0.2259963371893489,1.0,0.3948646796619178,0.1312535313735023,0.35054817495762186,0.23700361639211892,0.2659611053484722,0.26680103843720715,0.31270276721756485,0.21832449216095584,0.5347472883815564,0.34942091607722237,0.08975171587188525,0.3203512142493673,0.2385435207843107,0.29323926089492997,0.2218820715854487,0.3113727601527839,0.18111132389293114,0.17218532998830127,0.16590395063502986,0.20234691648813577,0.19338721915858975,0.1941321516440725,0.17623080081263953,0.1952009593697172,0.19794822139431004,0.046331465374862865,0.13217591206677215,0.16779566392054043,0.08921110346109021,0.1567213224792359,0.14111278601882357,0.12448418021787029,0.14989465163994772,0.13884814877828433,0.1155647410014389,0.13574707142394038,0.1621868755201037,0.1584512448587029,-0.02988468462824933,0.11481988111899054,0.021056356786602268,0.06738750511326509,-0.0607404947728102,-0.02196733768641959,-0.048666062989588366,0.14525298703756337,0.05724223796809298,0.08503899154968185,0.10194726690792334,0.13554392455329686,0.026579825637881523,0.05519628312280683,0.08478068445201932,0.08712032193736634,0.034733654739011945,0.1841171462894241,0.24029615296459972,0.16672030089771311,0.10970250646196422,-0.030445619649074034,0.1243775829518846,0.13882904217920067,-0.05561403552813368,0.1341818963894542,0.060627400321337906,-0.049393085982975496,-0.0552959718169271,0.0988318204435934,-0.05295217146821602,-0.060095937689138755,0.1850726066581851,-0.012961532525604698,0.14026360796219212,-0.017025300527346195
P6_3,0.11148597675701746,0.09976686465751598,0.08760663639212159,0.07232692704311851,0.12702080207261554,0.24135614417893103,0.16912031492822424,0.2879828829648192,0.31420757531153953,0.15157874646830982,0.294432444107566,0.22104217213573865,0.2504093948287965,0.26269526030384693,0.18304961074991433,0.1517300657649545,0.19032341283931822,0.21391251353912472,0.26785065235504835,0.05270106916255784,0.14313512731969336,0.1880832012687974,0.1461452104077127,0.038829034450018604,0.2057070925182234,0.1121042963595188,0.21125757445804402,0.11636080331104982,0.1273883509069467,0.17630338367134848,0.13718960540366806,0.18139318011439332,0.2059483223787276,0.16823595201747418,0.10968629242538194,0.34634649313037,0.3948646796619178,1.0,0.18152695176778277,0.45778703859834613,0.46910286419451247,0.3891930983936093,0.15285296546665292,0.4963480006977311,0.2265990814669094,0.3445733825300073,0.4719060564191002,0.14162235736869508,0.3095099858721632,0.2913487793189053,0.2797700253190227,0.10952531672270877,0.3293867445057643,0.22781899375743098,0.2177073098220403,0.19617246085160786,0.18715764496682644,0.17438866109649076,0.2925888893061954,0.2143288579651799,0.2469775821010901,0.21557307404701495,0.06586501735256677,0.18162148556251825,0.15778466165834087,0.07213025947352399,0.15084500180569715,0.10683486086693772,0.14839301239241984,0.16261278858307981,0.11676504607232767,0.11001193962173517,0.15773845440219797,0.19508389350424923,0.14459970647638673,0.026332430514437653,0.14805469472532196,0.05806758922586231,0.10602277106430294,0.02089930595184395,0.023707007456936883,0.027193959100912705,0.1424278804826982,0.1433417595103954,0.14056067713253348,0.028900663255999274,0.1397324542364473,0.06954411861098082,0.03776792816445254,0.10418702802585174,0.041299348114567674,0.03516268013486068,0.18477505181534368,0.18628543486535418,0.13791296949073598,0.055851205156910874,0.05626716785917491,0.12354325756922006,0.09093345152023657,0.004300808069203915,0.02239876611827481,0.01955093683845512,0.01645384417787139,0.06585748167925931,0.09106754056729742,0.050341339059311756,0.01655590088352043,0.08580113240460675,0.04284993674359343,0.08338349144218947,0.04165360365074833
P6_4,0.09518714084750633,0.07326425147467919,0.09949790967049309,0.06943827901768213,0.013994399331378674,0.1035427869010702,0.03514252922321289,0.09304036690949452,0.0360175748066156,0.5059010607894282,0.05575697658981781,0.08392936174986965,0.14436654795129508,0.08215601446159021,0.12262626746331468,0.15704383909452196,0.17643582499214125,0.09916222179466645,0.11689495167473377,0.1629806818477382,0.17661961128335243,0.16260427909092298,0.18213960249693706,0.19115377784878435,0.09995958709014564,0.16556532836658114,0.18825477530307788,0.15854372080963328,0.19893608054316733,-0.01328483665111391,0.07043010418689531,-0.002128792974034006,0.05671040335403729,0.05127335335787899,0.07446284601799504,0.17754156378123673,0.1312535313735023,0.18152695176778277,1.0,0.17209566373648366,0.23752031954033156,0.20893761088574336,0.14073666574252203,0.23886786039241883,0.145055631078602,0.10591401069897759,0.10474662519884477,0.623730615689604,0.10370311604191511,0.17812293694975392,0.1898134339666305,0.15033227263058882,0.18845407273094278,0.080798171599058,0.14017758394478433,0.14983368907728406,0.10014954972179158,0.09098033169032253,-0.003948484453790187,-0.01292082647576741,0.11109354734340694,0.11540706762128779,0.1123889214927312,0.10836240572044276,0.004193182741019563,0.031251047048419765,0.025222945645649416,0.10292774961559159,0.11892034602141385,0.1293545642526944,0.08616601054271225,0.07192271484371007,0.08302148762967518,0.13893826156340716,-0.0283332602881222,0.043389553302799484,0.020670936959844118,0.019476157871257446,-0.021128932023600173,0.08007036516763491,0.04708418817760194,-0.0038665672742266032,-0.05642887379104439,0.028328986624984436,-0.009466834425950057,0.005691328262390088,-0.02101286687225374,0.04455649710185654,0.04014131510393927,0.021520204503882864,-0.05330283443649707,0.016549513762209946,0.04085070123645503,0.02951555630042107,-0.02531602834375027,-0.010362266234442336,0.06273202316425584,-0.03663830052921458,-0.041384225907161974,0.10655755668532219,-0.07718111478584494,-0.00788156373320717,0.08914807341249545,0.08381729822061174,-0.03558458404341971,0.056670374713173176,0.09923421405470163,-0.026199679048238986,0.06008887171505948,-0.06942411811060085,0.08784101964161775
P6_5,0.16244700596750627,0.1445940270485135,0.11235397794616067,0.12827735054189793,0.16054491327431683,0.2790139811518263,0.17664360343693594,0.26358721714610195,0.2868544243835365,0.12918558411215456,0.3929286139314177,0.24291968800529976,0.25379610451848356,0.2991397623248974,0.18832368725591045,0.16278371898458166,0.1933826042730518,0.1931184981485157,0.2519253602026085,0.08997402933473406,0.20844656637090359,0.24617499848923602,0.22064057134513368,0.08706111389705805,0.21889742246511862,0.1456957191694229,0.20372327416281652,0.15289056361247946,0.1365329423563053,0.21816695832005326,0.21950833558554575,0.16366287294160378,0.19185704591129496,0.2215445135705956,0.1585232219870606,0.3288567488146543,0.35054817495762186,0.45778703859834613,0.17209566373648366,1.0,0.46960393113028825,0.5080108907574671,0.2605426987659922,0.5413758909483612,0.2290417219754144,0.29391513986226725,0.3339470037320399,0.13027626670015394,0.5508068992957011,0.3313375782978549,0.3902218535960018,0.20388745506128805,0.4012340943068402,0.3561953775370608,0.29794915150394097,0.30727595876831937,0.31084964495241224,0.27002462906320585,0.43727889941402803,0.3670379543698435,0.35767641998748384,0.3132184616116746,0.08754810738520079,0.22169000911788056,0.20664330149188687,0.05099676662390966,0.25838247351134963,0.12481662990982785,0.12945149090719288,0.1518757805146571,0.15698410315683747,0.1490110428611636,0.1622684857057439,0.2334118908356141,0.23389977848232496,0.00985640923481628,0.19115855499459844,0.054070224212052403,0.13404294644090226,-0.002591728797427253,0.03168937425866946,0.024697929450565943,0.19143720360905025,0.1806484472199648,0.15427490898652424,0.12248825775143349,0.14822384657746387,0.04822280579662674,0.07923463136824213,0.16793609535521858,0.11628951553567245,0.02862501420723728,0.24799030075528486,0.2950873792703507,0.23660870787664517,0.12277838984665307,-0.004573812473641061,0.15771135932993577,0.15160130030091898,-0.03716610117130095,0.12269929668265953,0.07112285200840232,-0.0285357894390201,-0.012168193882209383,0.12435043217730109,0.0037395640346212363,-0.07287575498490692,0.15015525842189326,0.0007325914246941719,0.18763730045289773,-0.01405682647788768
P6_6,0.08609997611524059,0.06626327689173603,0.0872119667465258,0.04730361660984753,0.10590491086707979,0.2080153103884986,0.1385309739884286,0.3383816455383206,0.22704786650812167,0.18037946384738077,0.31195852026960447,0.23372937391854498,0.2826197061836819,0.2824477098455691,0.18864540169385025,0.17792321804621078,0.20101354237967137,0.20165675463145538,0.20817796207480546,0.1156922490462389,0.2064542676668023,0.21468350517505744,0.20879596233411193,0.11967140421608304,0.18152525833508013,0.14956115524604482,0.19663753161733874,0.12627460012543795,0.12044074349182848,0.1422672942508128,0.13227232517307844,0.13632261495842674,0.17130485281752098,0.08784612453602578,0.10036026593637949,0.27914047881802223,0.23700361639211892,0.46910286419451247,0.23752031954033156,0.46960393113028825,1.0,0.4055294448006332,0.13229349594404965,0.48590439134578267,0.1702542070096381,0.21124392230259573,0.26050000161918196,0.16805392456367416,0.2779104790051428,0.4430972322674525,0.253433100392168,0.09358553922313831,0.31945987575155266,0.2022038928974299,0.2073586182938424,0.19979402323406004,0.18884608283410226,0.1629693130408163,0.23741444257813954,0.20564733722043416,0.2511473599778531,0.2140133101705034,0.06330918305532403,0.19582393312856305,0.10245206015410295,0.05182331269148202,0.17099828826646885,0.07444177352385253,0.11514210777921945,0.14219176952651708,0.11581725734448509,0.1308500202563243,0.1372689491037281,0.2048734442259595,0.11549351521580208,0.012873237500313738,0.13875121934497336,0.03642070542934214,0.09326297327313317,0.044380405712703394,0.009242582005605965,0.023063032786703287,0.11633316589533128,0.14848819400885868,0.11411618492737571,0.025955902006488188,0.07855818593957099,0.062300247499393155,-0.00020062197290525837,0.11531315118916141,0.026247021112295578,0.03300739268180911,0.1500940871313976,0.1271822439349638,0.11916030932028751,0.05000440254855641,0.026958866388588115,0.04920890228643167,0.047393830139317604,0.01814289126499953,0.03441049842137733,0.005349853496696186,0.027924312615591557,0.04243040475672264,0.04889589657673504,0.02895627931158509,-0.024020077636462574,0.06869907642641046,-0.0002466229323069435,0.051932844259932796,0.050163079574194094
