variable,OR,IC95_inf,IC95_sup,p_value
idx_confianza_valoracion_cientificos,2.3776797994873715,1.9498674045773032,2.899356754012643,1.1495803383327299e-17
idx_optimismo_tecnocientifico,2.1634960118911604,1.7011652417884957,2.7514757993456027,3.143954474842262e-10
idx_contexto_pais,1.0612700039468466,0.919341505191167,1.2251095103588732,0.41687992007457264
idx_institucionalidad_cti,1.0577933464713625,0.8874778618103217,1.2607940006037348,0.5304855875410175
idx_participacion_cultural_cientifica,1.00693565917775,0.8259267996170355,1.2276141447327567,0.9454972829556032
idx_percepcion_capacidades_nacionales,0.8687887130760779,0.7346592768989695,1.0274066519031881,0.10018624139862134
idx_actitudes_ia_riesgos_beneficios,0.829090226721184,0.6652848626677131,1.0332274828683607,0.09513623422125057
idx_capital_informativo,0.787562135425371,0.5936592940152415,1.0447981247975646,0.09770854127789125
