y_apoya_aumento,w_norm,P41,P42,p43_grupo,mod0_5,mod0_1_dep,idx_capital_informativo,idx_participacion_cultural_cientifica,idx_confianza_valoracion_cientificos,idx_institucionalidad_cti,idx_optimismo_tecnocientifico,idx_actitudes_ia_riesgos_beneficios,idx_percepcion_capacidades_nacionales,idx_contexto_pais,perfil
1.0,1.9475912539255735,Mujer,37,educación media,C,Lima,0.6881736804154602,0.14967942648431995,0.3497247645492652,-0.4021327360548719,-0.03836693796103474,-0.14973125011269411,0.36923759457067085,-0.9894333630854995,3
1.0,0.40039962442126337,Mujer,37,educación superior,C,Loreto,-0.12422857712634287,-0.7462204918654239,0.3874083474168029,-0.09027615979501764,-0.1588359380111569,0.26662224133605084,0.20403499218609672,0.5688594038860743,3
1.0,0.6057317449894515,Mujer,37,educación media,B,Áncash,0.12254150912392096,-0.4430461181606195,-0.23517794462935734,0.23704911214764288,-0.05722498056005069,0.096140736624956,0.896114216668652,-0.07676487067588238,3
0.0,0.6094400561917035,Mujer,37,educación superior,B,Arequipa,-0.6473744659839914,-0.7483420324705825,-0.27214666636462737,-0.21946926213265983,-0.05060432955966704,-0.14518711556569747,-0.08650919137590574,-0.34687497357390085,1
1.0,1.9475912539255735,Mujer,37,educación superior,B,Lima,0.23286564168004234,-0.001765770643744212,0.17467336253582708,0.7312094862735584,0.19323628486658567,-0.28219852442187765,0.07363253626256312,0.25998984540794173,3
1.0,0.636102444228568,Varón,37,educación superior,A,Cusco,0.03416726149824168,-0.011486062013114898,0.41790163883030496,0.43122172415809473,-0.1433185633381801,-0.20256646706528025,-0.251092712218527,-0.34687497357390085,3
0.0,1.9475912539255735,Mujer,37,educación media,E,Lima,-0.38572266254034754,-0.43872394691511607,-0.12201003703496709,-0.39186052487657114,-0.5151869007161034,-0.7135345753411734,0.04684773976239086,-0.9894333630854995,1
1.0,1.9475912539255735,Mujer,37,educación básica,C,Lima,-0.03465724527476397,0.1615330666521595,-0.7371673339151532,0.7894955362174548,-0.27675705356515656,0.21329611642030075,-0.8609964979537121,0.23210468780225008,1
0.0,1.9475912539255735,Varón,37,educación superior,A,Lima,-0.2651756752240218,-0.2736850705788949,0.13523218826760078,0.09032887681971052,-0.24181655845692349,-0.3860890619846868,0.1335348056108244,-0.6794473404670549,1
1.0,0.2962410787985078,Mujer,37,educación básica,B,Cajamarca,0.10954232753224391,0.7535387734847114,-0.22268417428732212,-0.40163650695692193,-0.5079519840085889,0.0032211887301002926,0.14243366777525185,-0.386750893294327,1
0.0,0.40039962442126337,Varón,37,educación media,A,Loreto,-0.41949939172169587,-0.14603560991544867,-0.7311308396741274,-0.8564550142948653,-0.7770019776191536,-0.7326130684742355,-0.7148309343155796,-0.07676487067588238,1
0.0,0.9112271755379048,Mujer,37,educación media,B,Piura,0.22731099668403978,-0.012612596842828184,-0.5333991201695144,0.9319449936274599,0.3298933619503519,0.38867666371773324,0.36539016999309293,0.5688594038860743,3
1.0,0.6094400561917035,Mujer,37,educación media,B,Arequipa,0.26696595743880375,0.7036523623554971,-0.5333991201695144,-0.0707575269805069,-0.01820914000225124,0.2272922468563015,0.3464085490795724,-0.9894333630854995,3
0.0,1.9475912539255735,Mujer,37,educación media,B,Lima,-0.7205258719318753,-0.8712068772207656,-0.12201003703496709,-0.36417693594640915,-0.156068553314929,-0.7225665832728089,-0.01849263802188079,-0.37476013117959245,1
1.0,1.9475912539255735,Mujer,37,educación básica,C,Lima,0.012526762261881074,-0.14603560991544867,0.012564691704556047,1.6654936489145256,1.3948009256575582,0.6226800806331346,-0.8659485954541685,-0.9596080160142493,3
1.0,0.2962410787985078,Mujer,37,educación media,B,Cajamarca,-0.1569579605886751,-0.7439091172615808,0.2548593671004043,-0.3913978487307429,0.3078564396602014,0.1637179313559451,0.5165043720681355,-0.033823065905098336,3
0.0,0.9112271755379048,Varón,37,educación media,B,Piura,0.3046713706211637,-0.003496720894376156,-0.433113575908123,0.7894955362174548,0.451991733751284,0.7005991163775942,0.5895249505422787,0.23210468780225008,3
1.0,1.9475912539255735,Varón,37,educación superior,D,Lima,-0.07369234388450989,0.2878149238529034,-0.2186209996264585,-0.006955991537970416,-0.19886170552388957,-0.02047983036886905,0.21691223255110187,-0.06477410856114782,3
0.0,0.4427814456412548,Mujer,37,educación básica,E,Junín,-0.43480431284516513,-0.4451676587657781,-0.6319893322273161,-0.3181492017356182,0.010448368087183295,-0.2230658130922295,-0.7027002151606778,-0.9894333630854995,1
1.0,0.8879381264826121,Varón,37,educación superior,C,Lambayeque,-0.25233819892955067,0.5912467501575632,0.7974597731470681,-0.6933771106704272,0.12070587888753273,-0.26453694708324504,0.4992157913072579,0.25998984540794173,3
1.0,0.6502640380854083,Mujer,37,educación media,C,Ica,0.3435177024026032,-0.011317124997425999,0.41979302142662256,-0.08420205952829302,-0.19754101328296705,0.02078638906569069,0.66578436728849,0.5688594038860743,3
0.0,0.636102444228568,Mujer,37,educación superior,A,Cusco,0.1109217269269657,0.28598944819379835,0.9766532439226374,-0.5601194553161926,0.4498485129694205,-0.15446539581800567,0.9717315191140417,-0.683629689657725,3
0.0,0.6094400561917035,Varón,37,educación superior,A,Arequipa,0.19067937393824477,0.7535387734847114,0.019457243689758055,-0.009869127286689983,0.28991639860290724,-0.009684670343669391,0.22156104831438528,0.5688594038860743,3
0.0,0.9112271755379048,Varón,37,educación básica,C,Piura,-0.7177269619187743,-1.2022031531448656,-0.9431918704859273,-0.7155621561553984,-0.6779834756238213,-0.7321421041786775,-0.6250270806686176,-0.3836850082439692,1
0.0,0.40039962442126337,Varón,37,educación media,A,Loreto,-0.5492815389482094,0.009262078068406017,-0.11515555449278007,0.41578569178608793,-0.6393546975901729,-0.4424780157802165,-1.17614351067991,-0.08094721986655232,1
0.0,1.9475912539255735,Mujer,37,educación media,D,Lima,0.5640051091762615,-0.0007589566749886226,-0.6957501227612126,-0.5553242344668315,-0.46030718461580966,-0.31392942473105867,0.5148357197112452,-0.386750893294327,1
1.0,1.9475912539255735,Varón,37,educación media,C,Lima,0.16480767011144684,-0.4451676587657781,-0.34783212233899224,0.6482344823071394,1.3878679393983409,1.272207548224016,-0.2529234207720662,1.2156001425883431,3
1.0,1.9475912539255735,Varón,37,educación superior,A,Lima,1.3583060855864957,0.876220854546322,0.6093423834901671,0.5514620226627892,0.3153839782837234,0.19845876568697224,1.2063470673896408,1.4804114321553792,2
1.0,0.4427814456412548,Varón,37,educación media,D,Junín,-0.29259744768945994,-0.017550991702560543,-0.747891696451179,-0.3835789717180569,-0.12105244581355086,0.32202860171126707,-0.016183836295587607,-0.37476013117959245,1
