perfil,n,prop_muestra,apoyo_inversion_ponderado,mean_idx_capital_informativo,mean_idx_participacion_cultural_cientifica,mean_idx_confianza_valoracion_cientificos,mean_idx_institucionalidad_cti,mean_idx_optimismo_tecnocientifico,mean_idx_actitudes_ia_riesgos_beneficios,mean_idx_percepcion_capacidades_nacionales,mean_idx_contexto_pais
1,1050,0.375,0.5968058444239334,-0.2758419474359082,-0.33205921628408364,-0.3198823122038541,-0.28284615799228346,-0.31691279447473875,-0.22794937634995366,-0.36683327791367865,-0.2571791874809719
2,545,0.19464285714285715,0.7511753466606949,0.6832428142047802,0.7919579846704476,0.6255704687731407,0.5344006324115382,0.07508340504738714,0.0017330233657685667,0.6051926046328063,0.6789082765085994
3,1205,0.4303571428571429,0.7583767283082276,0.06270573238209777,0.08504036289558917,0.10228244117216764,0.05159632690651966,0.3101474637556829,0.26536436644914296,0.1685977300153247,0.004600085570644372
