variable,OR,IC95_inf,IC95_sup,p_value
red_com_02,1.8023173574315912,1.5537138050191974,2.0906989732636494,7.324492354249284e-15
red_com_01,1.6661191699642022,1.3431286095206367,2.0667812961805203,3.433034080850648e-06
red_com_06,1.27666360216224,1.076439866317406,1.5141300541588008,0.005012123570261768
red_com_07,1.015044879485406,0.8636015220895572,1.1930457288641696,0.8562586065084024
red_com_08,0.9685954278450027,0.8522945496466047,1.1007662823037523,0.6249041936271917
red_com_04,0.8969918578579601,0.775169767443309,1.0379589437772,0.144372496056579
red_com_05,0.8474849854497393,0.7022832615238814,1.0227081292016826,0.08438473047283646
red_com_03,0.8413112434368519,0.7119577348376631,0.9941666108798604,0.04249392044504715
